1950	;	1950	;	750	;	0.5
2050	;	1950	;	750	;	0.5
1950	;	2050	;	750	;	0.5
2050	;	2050	;	750	;	0.5
1950	;	1950	;	850	;	0.5
2050	;	1950	;	850	;	0.5
1950	;	2050	;	850	;	0.5
2050	;	2050	;	850	;	0.5
1950	;	1950	;	950	;	0.5
2050	;	1950	;	950	;	0.5
1950	;	2050	;	950	;	0.5
2050	;	2050	;	950	;	0.5
1950	;	1950	;	1050	;	0.5
2050	;	1950	;	1050	;	0.5
1950	;	2050	;	1050	;	0.5
2050	;	2050	;	1050	;	0.5
1950	;	1950	;	1150	;	0.5
2050	;	1950	;	1150	;	0.5
1950	;	2050	;	1150	;	0.5
2050	;	2050	;	1150	;	0.5
1950	;	1950	;	1250	;	0.5
2050	;	1950	;	1250	;	0.5
1950	;	2050	;	1250	;	0.5
2050	;	2050	;	1250	;	0.5
1950	;	1950	;	1350	;	0.5
2050	;	1950	;	1350	;	0.5
1950	;	2050	;	1350	;	0.5
2050	;	2050	;	1350	;	0.5
1950	;	1950	;	1450	;	0.5
2050	;	1950	;	1450	;	0.5
1950	;	2050	;	1450	;	0.5
2050	;	2050	;	1450	;	0.5
1950	;	1950	;	1550	;	0.5
2050	;	1950	;	1550	;	0.5
1950	;	2050	;	1550	;	0.5
2050	;	2050	;	1550	;	0.5
1950	;	1950	;	1650	;	0.5
2050	;	1950	;	1650	;	0.5
1950	;	2050	;	1650	;	0.5
2050	;	2050	;	1650	;	0.5
