1950	;	1550	;	750	;	0.5
2050	;	1550	;	750	;	0.5
1950	;	1650	;	750	;	0.5
2050	;	1650	;	750	;	0.5
1950	;	1750	;	750	;	0.5
2050	;	1750	;	750	;	0.5
1950	;	1850	;	750	;	0.5
2050	;	1850	;	750	;	0.5
1950	;	1950	;	750	;	0.5
2050	;	1950	;	750	;	0.5
1950	;	2050	;	750	;	0.5
2050	;	2050	;	750	;	0.5
1950	;	2150	;	750	;	0.5
2050	;	2150	;	750	;	0.5
1950	;	2250	;	750	;	0.5
2050	;	2250	;	750	;	0.5
1950	;	2350	;	750	;	0.5
2050	;	2350	;	750	;	0.5
1950	;	2450	;	750	;	0.5
2050	;	2450	;	750	;	0.5
1950	;	1550	;	850	;	0.5
2050	;	1550	;	850	;	0.5
1950	;	1650	;	850	;	0.5
2050	;	1650	;	850	;	0.5
1950	;	1750	;	850	;	0.5
2050	;	1750	;	850	;	0.5
1950	;	1850	;	850	;	0.5
2050	;	1850	;	850	;	0.5
1950	;	1950	;	850	;	0.5
2050	;	1950	;	850	;	0.5
1950	;	2050	;	850	;	0.5
2050	;	2050	;	850	;	0.5
1950	;	2150	;	850	;	0.5
2050	;	2150	;	850	;	0.5
1950	;	2250	;	850	;	0.5
2050	;	2250	;	850	;	0.5
1950	;	2350	;	850	;	0.5
2050	;	2350	;	850	;	0.5
1950	;	2450	;	850	;	0.5
2050	;	2450	;	850	;	0.5
1950	;	1550	;	950	;	0.5
2050	;	1550	;	950	;	0.5
1950	;	1650	;	950	;	0.5
2050	;	1650	;	950	;	0.5
1950	;	1750	;	950	;	0.5
2050	;	1750	;	950	;	0.5
1950	;	1850	;	950	;	0.5
2050	;	1850	;	950	;	0.5
1950	;	1950	;	950	;	0.5
2050	;	1950	;	950	;	0.5
1950	;	2050	;	950	;	0.5
2050	;	2050	;	950	;	0.5
1950	;	2150	;	950	;	0.5
2050	;	2150	;	950	;	0.5
1950	;	2250	;	950	;	0.5
2050	;	2250	;	950	;	0.5
1950	;	2350	;	950	;	0.5
2050	;	2350	;	950	;	0.5
1950	;	2450	;	950	;	0.5
2050	;	2450	;	950	;	0.5
1950	;	1550	;	1050	;	0.5
2050	;	1550	;	1050	;	0.5
1950	;	1650	;	1050	;	0.5
2050	;	1650	;	1050	;	0.5
1950	;	1750	;	1050	;	0.5
2050	;	1750	;	1050	;	0.5
1950	;	1850	;	1050	;	0.5
2050	;	1850	;	1050	;	0.5
1950	;	1950	;	1050	;	0.5
2050	;	1950	;	1050	;	0.5
1950	;	2050	;	1050	;	0.5
2050	;	2050	;	1050	;	0.5
1950	;	2150	;	1050	;	0.5
2050	;	2150	;	1050	;	0.5
1950	;	2250	;	1050	;	0.5
2050	;	2250	;	1050	;	0.5
1950	;	2350	;	1050	;	0.5
2050	;	2350	;	1050	;	0.5
1950	;	2450	;	1050	;	0.5
2050	;	2450	;	1050	;	0.5
1950	;	1550	;	1150	;	0.5
2050	;	1550	;	1150	;	0.5
1950	;	1650	;	1150	;	0.5
